,"index","category","uid","model_id","part","sentences","aspect","sentiment","train_test"
400,919,"Электронные книги",1829968,8424947,"pluses","размеры","construction","positive","train"
0,684,"Электронные книги",1829933,8424947,"pluses","экран - по контрасту уступает только обычной бумаге","functionality","positive","test"
1,696,"Электронные книги",1829937,8424947,"pluses","текст приятен, прекрасно виден","functionality","positive","test"
2,701,"Электронные книги",1829937,8424947,"pluses","очень важная для меня функция: при переходе на примечания есть кнопка, которая возвращает на пред  страницу","functionality","positive","test"
3,702,"Электронные книги",1829937,8424947,"pluses"," встроенный lingvo-словарь(при нажимании на английское слово, а также на русское) снизу появляется статья словаря","functionality","positive","test"
4,704,"Электронные книги",1829937,8424947,"pluses"," книжку можно абсолютно перестроить под себя:настройка освещённости, шрифта, страниц","functionality","positive","test"
5,706,"Электронные книги",1829937,8424947,"pluses"," 16 градаций серого дают высокое качество фотогрфаии","functionality","positive","test"
6,712,"Электронные книги",1829936,8424947,"pluses","адекватная работа с адекватными pdf","functionality","positive","test"
7,713,"Электронные книги",1829936,8424947,"pluses","серфинг интернета","functionality","positive","test"
8,729,"Электронные книги",1829940,8424947,"pluses","корректное отображение иллюстраций, обложек","functionality","positive","test"
9,730,"Электронные книги",1829940,8424947,"pluses","wi-fi + facebook (не нужны, но к достоинствам отнесу)","functionality","positive","test"
10,733,"Электронные книги",1829940,8424947,"pluses","корректная обработка авторских сносок","functionality","positive","test"
11,745,"Электронные книги",1829943,8424947,"pluses","контрастный экран","functionality","positive","test"
12,766,"Электронные книги",1829955,8424947,"pluses","- поддержка evernote","functionality","positive","test"
13,775,"Электронные книги",1829956,8424947,"pluses","- классный англо-русский словарь","functionality","positive","test"
14,780,"Электронные книги",1829957,8424947,"pluses","есть множество программ, так что проблем с форматами нет","functionality","positive","test"
15,781,"Электронные книги",1829957,8424947,"pluses"," читает все","functionality","positive","test"
16,789,"Электронные книги",1829960,8424947,"pluses","хороший вай-фай-передатчик","functionality","positive","test"
17,790,"Электронные книги",1829960,8424947,"pluses"," есть возможность увеличивать/уменьшать страницы двумя пальцами","functionality","positive","test"
18,793,"Электронные книги",1829961,8424947,"pluses","читается как обычная книжка","functionality","positive","test"
19,820,"Электронные книги",1829967,8424947,"pluses"," сведением-разведением пальцев можно приближать/удалять текст и изображение, очень удобно имхо","functionality","positive","test"
20,828,"Электронные книги",1829970,8424947,"pluses"," в принципе, удобно создавать заметки в книгах формата fb2 и epub","functionality","positive","test"
21,829,"Электронные книги",1829970,8424947,"pluses"," выделяешь строку - и она автоматически сохраняется в заметки","functionality","positive","test"
22,850,"Электронные книги",1829977,8424947,"pluses"," с форматами книг пока не обнаружил проблем, для росии идет поддержка fb2, кроме этого формата пробовал epub и pdf, для меня этого оказалось достаточно","functionality","positive","test"
23,857,"Электронные книги",1829978,8424947,"pluses","отлично ловит вай-фай","functionality","positive","test"
24,866,"Электронные книги",1829979,8424947,"pluses","можно делать примечания, закладки, рукописный текст, рисунки","functionality","positive","test"
25,867,"Электронные книги",1829979,8424947,"pluses","наличие словарей","functionality","positive","test"
26,887,"Электронные книги",1829989,8424947,"pluses","качество изображения на экране","functionality","positive","test"
27,898,"Электронные книги",1829990,8424947,"pluses","- встроенный словарь;","functionality","positive","test"
28,900,"Электронные книги",1829991,8424947,"pluses"," wi-fi для меня плюс - могу новости почитать, тем более комп раздает интернет","functionality","positive","test"
29,902,"Электронные книги",1829958,8424947,"pluses","множество форматов","functionality","positive","test"
30,906,"Электронные книги",1829993,8424947,"pluses","шрифт четкий","functionality","positive","test"
31,912,"Электронные книги",1829994,8424947,"pluses","читает всё","functionality","positive","test"
32,921,"Электронные книги",1829995,8424947,"pluses"," дополнительные функции вроде wi-fi, рисунков","functionality","positive","test"
33,938,"Электронные книги",1829998,8424947,"pluses","удобное чтение файлов pdf","functionality","positive","test"
34,941,"Электронные книги",1830001,8424947,"pluses","-использует карты microsd,","functionality","positive","test"
35,947,"Электронные книги",1830003,8424947,"pluses"," поддерживает много форматов","functionality","positive","test"
36,950,"Электронные книги",1830007,8424947,"pluses","всеядный на форматы","functionality","positive","test"
37,957,"Электронные книги",1830008,8424947,"pluses","рисовалка","functionality","positive","test"
38,958,"Электронные книги",1830008,8424947,"pluses","создание текстовых заметок","functionality","positive","test"
39,960,"Электронные книги",1830008,8424947,"pluses","интернет через wi-fi","functionality","positive","test"
40,966,"Электронные книги",1830012,8424947,"pluses","wi-fi модуль","functionality","positive","test"
41,968,"Электронные книги",1830013,8424947,"pluses"," поддерживает мало форматов","functionality","positive","test"
42,998,"Электронные книги",1830020,8424947,"pluses","наличие вифи","functionality","positive","test"
43,1008,"Электронные книги",1830022,8424947,"pluses","есть wi-fi","functionality","positive","test"
44,1014,"Электронные книги",1830027,8424947,"pluses","- контрастный дисплей","functionality","positive","test"
45,1015,"Электронные книги",1830027,8424947,"pluses","- wi-fi","functionality","positive","test"
46,1016,"Электронные книги",1830028,8424947,"pluses","есть все что надо ридеру и даже можно рисовать","functionality","positive","test"
47,1017,"Электронные книги",1830028,8424947,"pluses"," и что его особенно выделяет среди других - встроенный словарь англ","functionality","positive","test"
48,1021,"Электронные книги",1830031,8424947,"pluses"," светлый экран","functionality","positive","test"
49,1931,"Электронные книги",1829937,8424947,"minuses"," некоторые говорят, что это не нужно, но мне для прослушки аудио-книг, а также музыки было бы удобнее совместить два устройства в одно","functionality","negative","test"
50,1937,"Электронные книги",1829937,8424947,"minuses"," малое кол-во форматов, хотя я нашла сайт с файлами в epub и совсем не чувствую неудобства","functionality","negative","test"
51,1945,"Электронные книги",1829941,8424947,"minuses"," отсутствие формата lrf","functionality","negative","test"
52,1949,"Электронные книги",1829944,8424947,"minuses","из за дохлого процессора трудно работать с форматом pdf, а техническая литература и документация сейчас выполняется в основном в этом формате, так что на роль карманного справочника не очень подходит","functionality","negative","test"
53,1955,"Электронные книги",1829952,8424947,"minuses","поддерживает мало форматов","functionality","negative","test"
54,1958,"Электронные книги",1829955,8424947,"minuses","это не недостаток, но очень хотелось бы автоперелистывание страниц","functionality","negative","test"
55,1964,"Электронные книги",1829960,8424947,"minuses","не все форматы читает","functionality","negative","test"
56,1972,"Электронные книги",1829966,8424947,"minuses","наверное, в недостатки можно записать то, что книга не поддерживает все популярные форматы, но учитывая обилие книг в интернете, для меня это не является большой проблемой","functionality","negative","test"
57,1978,"Электронные книги",1829967,8424947,"minuses","есть некоторые трудности со словарем","functionality","negative","test"
58,1987,"Электронные книги",1829970,8424947,"minuses"," особенно начинает тормозить с файлами pdf - может долго перелистывать, а уж делать там заметки - это и вовсе проще застрелиться","functionality","negative","test"
59,1988,"Электронные книги",1829970,8424947,"minuses"," почему-то не позволяет копировать текст - только сохранять в заметках к самой книге или отправлять в ""облака""","functionality","negative","test"
60,1989,"Электронные книги",1829970,8424947,"minuses","а вот скопировать пару строк для вставки в блокнот - такой простой возможности разработчики отчего-то не учли  хотя казалось бы, нафига еще может быть в читалке блокнот","functionality","negative","test"
61,2002,"Электронные книги",1829977,8424947,"minuses","все таки электронные чернила не дотягивают до белизный страниц в настоящей книге, хотелось бы идеально белый экран","functionality","negative","test"
62,2006,"Электронные книги",1829982,8424947,"minuses","не все форматы, но если через конвертер перевести в читаемый, то все ок","functionality","negative","test"
63,2015,"Электронные книги",1829989,8424947,"minuses"," функции андроида фактически есть, но их использовать как бэ нельзя","functionality","negative","test"
64,2019,"Электронные книги",1829989,8424947,"minuses","в транспорте неудобно настраивать яркость-контрастность экрана  для этого приходится углубляться на три уровня вниз по настройкам, и ориентация экрана меняется также замороченно","functionality","negative","test"
65,2020,"Электронные книги",1829989,8424947,"minuses","отсутствие возможности проигрывать хоть какой формат звуковых файлов","functionality","negative","test"
66,2031,"Электронные книги",1829995,8424947,"minuses"," понимает мало форматов","functionality","negative","test"
67,2036,"Электронные книги",1829996,8424947,"minuses"," урезанная поддержка форматов, читает только fb2, epub, pdf","functionality","negative","test"
68,2044,"Электронные книги",1829999,8424947,"minuses","читалка pdf тормозная и глючная","functionality","negative","test"
69,2045,"Электронные книги",1829999,8424947,"minuses","файлы старее версии pdf 1 5 не откроет","functionality","negative","test"
70,2069,"Электронные книги",1830006,8424947,"minuses"," читает только fb2 распакованный из архива","functionality","negative","test"
71,2088,"Электронные книги",1830012,8424947,"minuses","- отсутствуют какие-либо игрушки, например, судоку","functionality","negative","test"
72,2090,"Электронные книги",1830012,8424947,"minuses","- поддержка evernote - тоже самое","functionality","negative","test"
73,2091,"Электронные книги",1830012,8424947,"minuses","- браузер поддерживает только 3 вкладки","functionality","negative","test"
74,2104,"Электронные книги",1830015,8424947,"minuses"," поддерживает мало форматов","functionality","negative","test"
75,2107,"Электронные книги",1830016,8424947,"minuses","недостаточная контрастность экрана","functionality","negative","test"
76,2115,"Электронные книги",1830018,8424947,"minuses","из магазина не читает djvu, для меня крайне актуально, тк практически вся техническая литература в моей области да и не только в этом формате","functionality","negative","test"
77,2117,"Электронные книги",1830019,8424947,"minuses","- eщё еpub страдает неправильным отсчетом страниц (например, после стр 171 идет стр 171-172) и (не во всех книгах) шрифт можно использовать только стандартный","functionality","negative","test"
78,2122,"Электронные книги",1830021,8424947,"minuses","- на pdf файлах иногда зависает","functionality","negative","test"
79,2124,"Электронные книги",1830022,8424947,"minuses","очень мало форматов, нет даже элементарного вордовского, то есть постоянно все приходится для нее конвертировать в тхт, это самый главный недостаток, из-за него хочу другую себе, потому что уже поднадоело так мучаться","functionality","negative","test"
80,2131,"Электронные книги",1830027,8424947,"minuses","- мало поддерживаемых форматов (нет поддержки fb2 zip)","functionality","negative","test"
81,2141,"Электронные книги",1830031,8424947,"minuses"," просто поменять шрифт - это тест на крепость нервной системы","functionality","negative","test"
82,2145,"Электронные книги",1830031,8424947,"minuses","формат тхт не понимает","functionality","negative","test"
83,2160,"Электронные книги",1830030,8424947,"minuses","поддерживает мало форматов","functionality","negative","test"
84,2889,"Электронные книги",1829933,8424947,"comment","все минусы про неподдерживаемые форматы - бред  плохо читает pdf - так ридер 6"" для этого не предназначен","functionality","positive","test"
85,2898,"Электронные книги",1829934,8424947,"comment"," fb2 теперь идет с правильными переносами","functionality","positive","test"
87,2913,"Электронные книги",1829936,8424947,"comment","pdf (не перегруженный изображениями и не громадного разрешения) ест шустро, зум и расположение - без тормозов","functionality","positive","test"
88,2914,"Электронные книги",1829936,8424947,"comment"," читать pdf на шести дюймах комфортно (не так, возможно, как на больших диагоналях), по пол страницы в горизонтальной ориентации - очень даже ничего","functionality","positive","test"
89,2918,"Электронные книги",1829936,8424947,"comment","интернет: скажу так  слыхал достаточно гневных отзывов, что читать невозможно, всё тормозит и всё такое  на деле: загружаем не слишком тяжелую страницу, мотаем вниз (в это время экран не обновляется полностью), при этом можно читать, что написано на стран","functionality","positive","test"
90,2936,"Электронные книги",1829940,8424947,"comment","приятное отображение страниц","functionality","positive","test"
91,2939,"Электронные книги",1829940,8424947,"comment","всем, кто любит читать и ценит зрение, подойдёт на ура","functionality","positive","test"
92,2942,"Электронные книги",1829941,8424947,"comment"," это здорово, что установили официально формат fb2, но могли бы додуматься оставить еще и lrf - для тех кто пользовался их продукцией ранее","functionality","positive","test"
93,2951,"Электронные книги",1829942,8424947,"comment"," есть меню заметок в читаемой книге","functionality","positive","test"
94,2952,"Электронные книги",1829942,8424947,"comment"," эти же заметки/закладки можно потом увидеть в отдельном меню заметок","functionality","positive","test"
95,2957,"Электронные книги",1829942,8424947,"comment"," читаю с огромным удовольствием","functionality","positive","test"
96,2958,"Электронные книги",1829942,8424947,"comment"," да, синтезом речи я похоже промахнулась, аудио-то нет)) но целью наличие оной не ставила, оценку не снижаю)","functionality","positive","test"
97,2971,"Электронные книги",1829945,8424947,"comment","брал именно как читалку и с этой функцией sony справляется на 100%","functionality","positive","test"
98,2972,"Электронные книги",1829945,8424947,"comment","читаю только беллетристику, формата fb2 более чем достаточно","functionality","positive","test"
99,2974,"Электронные книги",1829945,8424947,"comment"," кому еще и медиавозможности - вам дальше","functionality","negative","test"
100,2981,"Электронные книги",1829946,8424947,"comment","встроенный словарь - очень полезная штука","functionality","positive","test"
101,2984,"Электронные книги",1829946,8424947,"comment"," корпус не бликует и не выглядит слишком контрастным по сравнению со светлым экраном","functionality","positive","test"
102,2985,"Электронные книги",1829946,8424947,"comment","форматы текста: fb2 и epub более чем достаточно для чтения художественной литературы","functionality","positive","test"
103,2988,"Электронные книги",1829946,8424947,"comment","Чистая прорисовка текста на экране","functionality","positive","test"
104,2997,"Электронные книги",1829948,8424947,"comment","не настраиваются такие элементарные вещи, как переносы и выравнивание по левому краю","functionality","negative","test"
105,3000,"Электронные книги",1829948,8424947,"comment"," очень не хватает хотя бы двух программ: coolreader и total commander, с ними было бы почти идеальное устройство","functionality","negative","test"
106,3022,"Электронные книги",1829953,8424947,"comment"," всё таки она хорошо справляется со всеми задачами","functionality","positive","test"
107,3035,"Электронные книги",1829957,8424947,"comment"," так как со своей основной функцией она справляется отлично","functionality","positive","test"
108,3036,"Электронные книги",1829957,8424947,"comment"," книжки на ней читать одно удовольствие","functionality","positive","test"
109,3040,"Электронные книги",1829959,8424947,"comment"," в первый момент столкнулся с трудностью загрузки книг: tst неверно отображается, fb2 не видит, pdf - при чтении тормозит","functionality","negative","test"
110,3041,"Электронные книги",1829960,8424947,"comment","покупал для чтения интернета, считаю вполне подходит для этих целей","functionality","positive","test"
111,3042,"Электронные книги",1829960,8424947,"comment"," использую еще и для работы с электронной почтой","functionality","positive","test"
112,3043,"Электронные книги",1829960,8424947,"comment","устройство имеет приложение для работы в facebook","functionality","positive","test"
113,3048,"Электронные книги",1829961,8424947,"comment"," это 100% читалка","functionality","positive","test"
114,3061,"Электронные книги",1829967,8424947,"comment"," но сейчас я довольна, и текущий функционал меня устраивает","functionality","positive","test"
115,3062,"Электронные книги",1829967,8424947,"comment","для меня важной опцией являлся словарь, так как  в основном читаю на инглише","functionality","positive","test"
116,3063,"Электронные книги",1829967,8424947,"comment","1) в книге есть 4 словаря - ru-eng, eng-ru, толковый оксфордский и толковый американский","functionality","positive","test"
117,3069,"Электронные книги",1829968,8424947,"comment"," fb2 читает","functionality","positive","test"
118,3076,"Электронные книги",1829971,8424947,"comment","некорректные переносы слов в формате fb2","functionality","negative","test"
119,3077,"Электронные книги",1829972,8424947,"comment","обращаюсь отдельно к тем кто пишет что нету музыки, нельзя просматривать видео в интернете и так далее моё мнение это электронная книга а не планшет","functionality","positive","test"
120,3098,"Электронные книги",1829983,8424947,"comment"," браузер позволяет смотреть любые статичные страницы в интернете - читать новости, лазить по соцсетям и т","functionality","positive","test"
121,3099,"Электронные книги",1829983,8424947,"comment"," кроме того, можно читать книги онлайн","functionality","positive","test"
122,3103,"Электронные книги",1829985,8424947,"comment"," свою функцию выполняет на отлично","functionality","positive","test"
123,3104,"Электронные книги",1829986,8424947,"comment","как читалка себя полностью оправдывает","functionality","positive","test"
124,3106,"Электронные книги",1829987,8424947,"comment"," особенно радует, что книжка сохраняет то место, где остановился в прошлый раз","functionality","positive","test"
125,3111,"Электронные книги",1829989,8424947,"comment","а дополнительные интернетные функции, которые сонькину цену могли бы оправдать, я не использую, т к они не слишком удобны","functionality","negative","test"
126,3115,"Электронные книги",1829992,8424947,"comment","все нравиться, особенно вайфай","functionality","positive","test"
127,3127,"Электронные книги",1829995,8424947,"comment"," основная функция выполняется идеально","functionality","positive","test"
128,3150,"Электронные книги",1830006,8424947,"comment","в общем книгой доволен, хоть один, но популярный формат читает","functionality","positive","test"
129,3157,"Электронные книги",1830008,8424947,"comment","большой выбор размера шрифтов","functionality","positive","test"
130,3158,"Электронные книги",1830008,8424947,"comment","возможность выделения текста и сохранения в заметках или поиска слова по английскому словарю","functionality","positive","test"
131,3159,"Электронные книги",1830008,8424947,"comment","возможность графических пометок на тексте","functionality","positive","test"
132,3164,"Электронные книги",1830011,8424947,"comment","не открывает большую часть книг","functionality","negative","test"
133,3167,"Электронные книги",1830011,8424947,"comment"," нормально только с тхт но это не дело","functionality","negative","test"
134,3181,"Электронные книги",1830018,8424947,"comment","браузер - ну  он есть  почту проверил и то хорошо","functionality","positive","test"
135,3185,"Электронные книги",1830018,8424947,"comment","основную функцию ""читать книги"" выполняет на 100%","functionality","positive","test"
136,3191,"Электронные книги",1830023,8424947,"comment"," книгу не скачать, в интернет не выйти","functionality","negative","test"
137,3192,"Электронные книги",1830023,8424947,"comment","нельзя настроить шрифт по-умолчанию; например, я читаю с шрифтом verdana, так вот при открытии каждой новой книги приходится заходить в настройки и устана","functionality","negative","test"
138,3206,"Электронные книги",1830028,8424947,"comment","при всех очевидных достоинствах, считаю что соньку надо покупать только в одном случае - когда читаешь англ  тексты и нужно переводить отдельные слова, тут без альтернатив","functionality","negative","test"
139,3207,"Электронные книги",1830028,8424947,"comment"," сам пробовал - словарь очень содержательный","functionality","positive","test"
140,3210,"Электронные книги",1830030,8424947,"comment"," особенно я очень рада хорошему wi -fi","functionality","positive","test"
141,3211,"Электронные книги",1830030,8424947,"comment","вобще книжка очннь хорошая но многие книжки она не поддерживает( пока я смогла скачать только одну и то вtzt формате","functionality","negative","test"
142,4365,"Электронные книги",1830038,8424947,"pluses","для тех, кто читает на иностранных языках, есть удобный словарь","functionality","positive","test"
143,4374,"Электронные книги",1830041,8424947,"pluses","e-ink экран","functionality","positive","test"
144,4376,"Электронные книги",1830041,8424947,"pluses","есть словари","functionality","positive","test"
145,4565,"Электронные книги",3074057,8424947,"minuses"," не поддерживается самый распространённый в россии формат djv/djvu","functionality","negative","test"
146,4578,"Электронные книги",1830041,8424947,"minuses","нету аудиоплеера (в prs-t1 он был)","functionality","negative","test"
147,4590,"Электронные книги",1830049,8424947,"minuses"," как я понимаю она воспринимает только формат fb2","functionality","negative","test"
148,4911,"Электронные книги",1830041,8424947,"comment","то, что есть словари вообще порадовало","functionality","positive","test"
149,4920,"Электронные книги",1830045,8424947,"comment"," как можно создать книгу с ограниченныйм количеством поддерживаемых форматов","functionality","negative","test"
150,4921,"Электронные книги",1830045,8424947,"comment"," 75% книг ридер не читает, хорошо работает только с pdf","functionality","negative","test"
151,4922,"Электронные книги",1830045,8424947,"comment"," предлагает какие-то ненужные функции, типа просмотра картинок, а с оновными задачами не справляется","functionality","negative","test"
152,4928,"Электронные книги",1830048,8424947,"comment"," основное использование - чтение pdf и djvu объемных книг","functionality","positive","test"
153,683,"Электронные книги",1829933,8424947,"pluses","* полноценный android 2","exploitation","positive","test"
154,685,"Электронные книги",1829933,8424947,"pluses","* автономность - купил в начале мая - досих пор не села (работает в среднем 3-4 часа в день)","exploitation","positive","test"
155,688,"Электронные книги",1829933,8424947,"pluses","не маркая - (у меня белая) даже после долгого использования на экране и корпусе не остается заметных следов","exploitation","positive","test"
156,694,"Электронные книги",1829935,8424947,"pluses","на чёрной книжке не бликует корпус","exploitation","positive","test"
157,698,"Электронные книги",1829937,8424947,"pluses"," браузер летает, фотографии и ссылки открываются моментально","exploitation","positive","test"
158,699,"Электронные книги",1829937,8424947,"pluses"," пролистывание страниц очень быстрое","exploitation","positive","test"
159,700,"Электронные книги",1829937,8424947,"pluses"," приятный бонус: если при перелистывании палец не убрать от экрана, включится быстрое перелистывание","exploitation","positive","test"
160,708,"Электронные книги",1829937,8424947,"pluses"," если не включать wifi, можно забыть о зарядки на 3-4 недели обычного использования","exploitation","positive","test"
161,718,"Электронные книги",1829937,8424947,"pluses","книжка ""летает""","exploitation","positive","test"
162,723,"Электронные книги",1829937,8424947,"pluses","приятный на ощупь, хоть кнопки немного колючие","exploitation","positive","test"
163,731,"Электронные книги",1829940,8424947,"pluses","сенсорное управление (сначала не любил, но потом привык)","exploitation","positive","test"
164,732,"Электронные книги",1829940,8424947,"pluses","быстрое перелистывание (чем, например, редко могут похвалиться книги других производителей)","exploitation","positive","test"
165,734,"Электронные книги",1829940,8424947,"pluses","навигация по главам","exploitation","positive","test"
166,737,"Электронные книги",1829941,8424947,"pluses"," хорший белый фон","exploitation","positive","test"
167,744,"Электронные книги",1829943,8424947,"pluses","очень быстрая прорисовка страниц","exploitation","positive","test"
168,747,"Электронные книги",1829944,8424947,"pluses"," комплектуется хорошими штатными чехлами","exploitation","positive","test"
169,748,"Электронные книги",1829944,8424947,"pluses"," в отличие от планшета глаза и руки практически не устают","exploitation","positive","test"
170,749,"Электронные книги",1829944,8424947,"pluses"," практически не приходиться заботиться о состоянии аккумулятора","exploitation","positive","test"
171,756,"Электронные книги",1829949,8424947,"pluses","долго держит заряд","exploitation","positive","test"
172,759,"Электронные книги",1829949,8424947,"pluses","продуманный интерфейс","exploitation","positive","test"
173,764,"Электронные книги",1829955,8424947,"pluses","- хороший и качественный сенсорный экран","exploitation","positive","test"
174,776,"Электронные книги",1829956,8424947,"pluses","- не тормозит","exploitation","positive","test"
175,777,"Электронные книги",1829956,8424947,"pluses","- зарядка садится ооооооочень медленно (при ежедневном чтении примерно по 3 часа в день)","exploitation","positive","test"
176,787,"Электронные книги",1829960,8424947,"pluses","быстро работает браузер","exploitation","positive","test"
177,788,"Электронные книги",1829960,8424947,"pluses"," хороший сенсорный экран, чувствительный, ""корректно реагирует на небольшие смещения""","exploitation","positive","test"
178,792,"Электронные книги",1829961,8424947,"pluses"," зарядку держит долго","exploitation","positive","test"
179,794,"Электронные книги",1829961,8424947,"pluses"," страницы листает четко и быстро","exploitation","positive","test"
180,798,"Электронные книги",1829962,8424947,"pluses"," отлично держит батарея","exploitation","positive","test"
181,806,"Электронные книги",1829965,8424947,"pluses"," быстро открывает книги","exploitation","positive","test"
182,807,"Электронные книги",1829965,8424947,"pluses","быстро листает","exploitation","positive","test"
183,809,"Электронные книги",1829944,8424947,"pluses","удобно лежит в руке","exploitation","positive","test"
184,810,"Электронные книги",1829944,8424947,"pluses","операционная система позволяет выполнять большое количество разнообразных настроек и загрузок","exploitation","positive","test"
185,812,"Электронные книги",1829965,8424947,"pluses"," чехол с подсветкой","exploitation","positive","test"
186,823,"Электронные книги",1829955,8424947,"pluses","долгая работа от батареи","exploitation","positive","test"
187,824,"Электронные книги",1829968,8424947,"pluses","скорость","exploitation","positive","test"
188,831,"Электронные книги",1829970,8424947,"pluses"," заряда хватает надолго","exploitation","positive","test"
189,835,"Электронные книги",1829972,8424947,"pluses","быстро летает","exploitation","positive","test"
190,836,"Электронные книги",1829972,8424947,"pluses","качество экрана заслуживает самой высокой оценки : глаза не болят даже если сидишь часа 3","exploitation","positive","test"
191,837,"Электронные книги",1829972,8424947,"pluses","есть стилус","exploitation","positive","test"
192,843,"Электронные книги",1829966,8424947,"pluses","работает шустро","exploitation","positive","test"
193,848,"Электронные книги",1829977,8424947,"pluses"," заряд держит долго (за месяц пока не заряжал) - читаю утром в метро и вечером в метро и дома в сумме часа 2,5 в день","exploitation","positive","test"
194,854,"Электронные книги",1829978,8424947,"pluses","очень долго держит зарядку","exploitation","positive","test"
195,859,"Электронные книги",1829978,8424947,"pluses","легко и удобно выделять фрагменты","exploitation","positive","test"
196,860,"Электронные книги",1829978,8424947,"pluses","быстро листает","exploitation","positive","test"
197,864,"Электронные книги",1829974,8424947,"pluses","сенсорный экран","exploitation","positive","test"
198,869,"Электронные книги",1829979,8424947,"pluses","перед покупкой читала отзывы, якобы кнопки перелистывания сделаны для левшей - ничего подобного  я - правша, и мне нисколько не мешает перелистывать то, что кнопки слева :)","exploitation","positive","test"
199,870,"Электронные книги",1829979,8424947,"pluses","купила книгу в белом варианте, ничего не бликует","exploitation","positive","test"
200,871,"Электронные книги",1829979,8424947,"pluses","есть стилус, поэтому можно не тыкать пальцами))","exploitation","positive","test"
201,873,"Электронные книги",1829980,8424947,"pluses"," удобный интерфейс","exploitation","positive","test"
202,876,"Электронные книги",1829982,8424947,"pluses"," приятно держать в руках","exploitation","positive","test"
203,878,"Электронные книги",1829982,8424947,"pluses"," очень долго держит заряд","exploitation","positive","test"
204,883,"Электронные книги",1829985,8424947,"pluses"," время автономной работы","exploitation","positive","test"
205,885,"Электронные книги",1829986,8424947,"pluses"," за год использования не глючил не разу, хорошо заряд держит мне хватает на пару недель, но учитывая мои объемы чтения это хорошо","exploitation","positive","test"
206,886,"Электронные книги",1829987,8424947,"pluses","скорость (быстро соображает)","exploitation","positive","test"
207,889,"Электронные книги",1829989,8424947,"pluses"," листает достаточно шустро, скорость переворачивания радует","exploitation","positive","test"
208,890,"Электронные книги",1829989,8424947,"pluses"," пока ни разу не завис и самопроизвольно не отключился (эксплуатация уже почти 10 месяцев)","exploitation","positive","test"
209,891,"Электронные книги",1829989,8424947,"pluses","время работы в режиме чтения очень долгое","exploitation","positive","test"
210,894,"Электронные книги",1829989,8424947,"pluses","удобно лежит в руке","exploitation","positive","test"
211,895,"Электронные книги",1829989,8424947,"pluses","какие-либо следы от предыдущих страниц на экране полностью отсутствуют, каждая страница отображает только свое содержимое","exploitation","positive","test"
212,901,"Электронные книги",1829991,8424947,"pluses"," при случайном нажатии около рамок страница не перескакивает - все четко","exploitation","positive","test"
213,903,"Электронные книги",1829993,8424947,"pluses","читать удобнее чем настоящую книгу","exploitation","positive","test"
214,907,"Электронные книги",1829993,8424947,"pluses","листает быстро","exploitation","positive","test"
215,908,"Электронные книги",1829993,8424947,"pluses","заряжаю раз в 15 дней при чтении по10часов в день ","exploitation","positive","test"
